Timestamp	RequestId	Operation	Sandbox	Parameters	Valid	URL	Response
2015-10-29T19:47:56Z	e1d75d5d-d515-4a78-ad84-7739d030157c	GetAccountBalance	TRUE		TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=GetAccountBalance&Timestamp=2015-10-29T19:47:56Z&Signature=FLLEu3PStBr03Ck1SG1nRjblUCM%3D	<?xml version="1.0"?><GetAccountBalanceResponse><OperationRequest><RequestId>e1d75d5d-d515-4a78-ad84-7739d030157c</RequestId></OperationRequest><GetAccountBalanceResult><Request><IsValid>True</IsValid></Request><AvailableBalance><Amount>10000.000</Amount><CurrencyCode>USD</CurrencyCode><FormattedPrice>$10,000.00</FormattedPrice></AvailableBalance></GetAccountBalanceResult></GetAccountBalanceResponse>
2015-10-29T19:47:58Z	79bffe3d-c153-422c-9ba7-8f032d6eaba9	GetAccountBalance	TRUE		TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=GetAccountBalance&Timestamp=2015-10-29T19:47:58Z&Signature=mACjaBlPvfmsmwfIVwLMOJX1GUk%3D	<?xml version="1.0"?><GetAccountBalanceResponse><OperationRequest><RequestId>79bffe3d-c153-422c-9ba7-8f032d6eaba9</RequestId></OperationRequest><GetAccountBalanceResult><Request><IsValid>True</IsValid></Request><AvailableBalance><Amount>10000.000</Amount><CurrencyCode>USD</CurrencyCode><FormattedPrice>$10,000.00</FormattedPrice></AvailableBalance></GetAccountBalanceResult></GetAccountBalanceResponse>
2015-10-29T19:54:09Z	e189da02-8cfa-4ac3-b733-0aa08d94b1b7	GetAccountBalance	TRUE		TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=GetAccountBalance&Timestamp=2015-10-29T19:54:09Z&Signature=fEM8uCkvVBPsxgi%2BHX6b%2FIXSWoI%3D	<?xml version="1.0"?><GetAccountBalanceResponse><OperationRequest><RequestId>e189da02-8cfa-4ac3-b733-0aa08d94b1b7</RequestId></OperationRequest><GetAccountBalanceResult><Request><IsValid>True</IsValid></Request><AvailableBalance><Amount>10000.000</Amount><CurrencyCode>USD</CurrencyCode><FormattedPrice>$10,000.00</FormattedPrice></AvailableBalance></GetAccountBalanceResult></GetAccountBalanceResponse>
2015-10-29T20:16:22Z	6a65efd5-1053-4a3d-9f7d-aaccb3402512	GetAccountBalance	TRUE		TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=GetAccountBalance&Timestamp=2015-10-29T20:16:22Z&Signature=70vm7mPVwnsRDVKPh0oFuZrdndQ%3D	<?xml version="1.0"?><GetAccountBalanceResponse><OperationRequest><RequestId>6a65efd5-1053-4a3d-9f7d-aaccb3402512</RequestId></OperationRequest><GetAccountBalanceResult><Request><IsValid>True</IsValid></Request><AvailableBalance><Amount>10000.000</Amount><CurrencyCode>USD</CurrencyCode><FormattedPrice>$10,000.00</FormattedPrice></AvailableBalance></GetAccountBalanceResult></GetAccountBalanceResponse>
2015-10-29T20:17:20Z	eff00f46-883e-4d84-aa82-c5b947e0c860	GetAccountBalance	TRUE		TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=GetAccountBalance&Timestamp=2015-10-29T20:17:20Z&Signature=GcweIDDiD8yWvWibye4Lw13pBBc%3D	<?xml version="1.0"?><GetAccountBalanceResponse><OperationRequest><RequestId>eff00f46-883e-4d84-aa82-c5b947e0c860</RequestId></OperationRequest><GetAccountBalanceResult><Request><IsValid>True</IsValid></Request><AvailableBalance><Amount>10000.000</Amount><CurrencyCode>USD</CurrencyCode><FormattedPrice>$10,000.00</FormattedPrice></AvailableBalance></GetAccountBalanceResult></GetAccountBalanceResponse>
2015-10-29T20:18:48Z	eee7d491-e8fc-4a58-959a-3c77390c8fc9	RegisterHITType	TRUE	&Title=Categorize%20an%20image%202015-10-29&Description=Categorize%20this%20image&Reward.1.Amount=.05&Reward.1.CurrencyCode=USD&AssignmentDurationInSeconds=300&Keywords=categorization%2C%20image%2C%20moderation%2C%20category&AutoApprovalDelayInSeconds=86400&QualificationRequirement.1.QualificationTypeId=00000000000000000071&QualificationRequirement.1.Comparator=EqualTo&QualificationRequirement.1.LocaleValue.1.Country=US	TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=RegisterHITType&Timestamp=2015-10-29T20:18:48Z&Signature=KQ9IU33B3VIa%2BPPieXGjl4JYnFc%3D&Title=Categorize%20an%20image%202015-10-29&Description=Categorize%20this%20image&Reward.1.Amount=.05&Reward.1.CurrencyCode=USD&AssignmentDurationInSeconds=300&Keywords=categorization%2C%20image%2C%20moderation%2C%20category&AutoApprovalDelayInSeconds=86400&QualificationRequirement.1.QualificationTypeId=00000000000000000071&QualificationRequirement.1.Comparator=EqualTo&QualificationRequirement.1.LocaleValue.1.Country=US	<?xml version="1.0"?><RegisterHITTypeResponse><OperationRequest><RequestId>eee7d491-e8fc-4a58-959a-3c77390c8fc9</RequestId></OperationRequest><RegisterHITTypeResult><Request><IsValid>True</IsValid></Request><HITTypeId>310QDH87LDHGCVNHT7WO02PVTN3RQ2</HITTypeId></RegisterHITTypeResult></RegisterHITTypeResponse>
2015-10-29T20:18:49Z	cc3235b7-0895-4e4f-9093-477137169a11	CreateHIT	TRUE	&HITTypeId=310QDH87LDHGCVNHT7WO02PVTN3RQ2&Question=%3CHTMLQuestion%20xmlns%3D%27http%3A%2F%2Fmechanicalturk.amazonaws.com%2FAWSMechanicalTurkDataSchemas%2F2011-11-11%2FHTMLQuestion.xsd%27%3E%3CHTMLContent%3E%3C%21%5BCDATA%5B%3C%21DOCTYPE%20html%3E%3Chtml%3E%3Chead%3E%3Cmeta%20http-equiv%3D%27Content-Type%27%20content%3D%27text%2Fhtml%3B%20charset%3DUTF-8%27%2F%3E%0A%20%20%3Cscript%20type%3D%27text%2Fjavascript%27%20src%3D%27https%3A%2F%2Fs3.amazonaws.com%2Fmturk-public%2FexternalHIT_v1.js%27%3E%3C%2Fscript%3E%0A%20%3C%2Fhead%3E%0A%20%3Cbody%3E%0A%20%20%3Cform%20name%3D%27mturk_form%27%20method%3D%27post%27%20id%3D%27mturk_form%27%20action%3D%27https%3A%2F%2Fwww.mturk.com%2Fmturk%2FexternalSubmit%27%3E%0A%20%20%3Cinput%20type%3D%27hidden%27%20value%3D%27%27%20name%3D%27assignmentId%27%20id%3D%27assignmentId%27%2F%3E%0A%20%20%3Ch1%3EHIT%20title%201%3C%2Fh1%3E%0A%20%20%3Cp%3EHIT%20text%201%3C%2Fp%3E%0A%20%20%3Cp%3EWhat%20do%20you%20think%3F%3C%2Fp%3E%0A%20%20%3Cp%3E%3Ctextarea%20name%3D%27comment%27%20cols%3D%2780%27%20rows%3D%273%27%3E%3C%2Ftextarea%3E%3C%2Fp%3E%0A%20%20%3Cp%3E%3Cinput%20type%3D%27submit%27%20id%3D%27submitButton%27%20value%3D%27Submit%27%20%2F%3E%3C%2Fp%3E%3C%2Fform%3E%0A%20%20%3Cscript%20language%3D%27Javascript%27%3EturkSetAssignmentID%28%29%3B%3C%2Fscript%3E%0A%20%3C%2Fbody%3E%0A%3C%2Fhtml%3E%5D%5D%3E%3C%2FHTMLContent%3E%3CFrameHeight%3E450%3C%2FFrameHeight%3E%3C%2FHTMLQuestion%3E&LifetimeInSeconds=345600&MaxAssignments=1&RequesterAnnotation=Bulk%20From%20Template%202015-10-29	TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=CreateHIT&Timestamp=2015-10-29T20:18:49Z&Signature=19H8qf35OIdJ9lhF2oZ76Fi%2FZCI%3D&HITTypeId=310QDH87LDHGCVNHT7WO02PVTN3RQ2&Question=%3CHTMLQuestion%20xmlns%3D%27http%3A%2F%2Fmechanicalturk.amazonaws.com%2FAWSMechanicalTurkDataSchemas%2F2011-11-11%2FHTMLQuestion.xsd%27%3E%3CHTMLContent%3E%3C%21%5BCDATA%5B%3C%21DOCTYPE%20html%3E%3Chtml%3E%3Chead%3E%3Cmeta%20http-equiv%3D%27Content-Type%27%20content%3D%27text%2Fhtml%3B%20charset%3DUTF-8%27%2F%3E%0A%20%20%3Cscript%20type%3D%27text%2Fjavascript%27%20src%3D%27https%3A%2F%2Fs3.amazonaws.com%2Fmturk-public%2FexternalHIT_v1.js%27%3E%3C%2Fscript%3E%0A%20%3C%2Fhead%3E%0A%20%3Cbody%3E%0A%20%20%3Cform%20name%3D%27mturk_form%27%20method%3D%27post%27%20id%3D%27mturk_form%27%20action%3D%27https%3A%2F%2Fwww.mturk.com%2Fmturk%2FexternalSubmit%27%3E%0A%20%20%3Cinput%20type%3D%27hidden%27%20value%3D%27%27%20name%3D%27assignmentId%27%20id%3D%27assignmentId%27%2F%3E%0A%20%20%3Ch1%3EHIT%20title%201%3C%2Fh1%3E%0A%20%20%3Cp%3EHIT%20text%201%3C%2Fp%3E%0A%20%20%3Cp%3EWhat%20do%20you%20think%3F%3C%2Fp%3E%0A%20%20%3Cp%3E%3Ctextarea%20name%3D%27comment%27%20cols%3D%2780%27%20rows%3D%273%27%3E%3C%2Ftextarea%3E%3C%2Fp%3E%0A%20%20%3Cp%3E%3Cinput%20type%3D%27submit%27%20id%3D%27submitButton%27%20value%3D%27Submit%27%20%2F%3E%3C%2Fp%3E%3C%2Fform%3E%0A%20%20%3Cscript%20language%3D%27Javascript%27%3EturkSetAssignmentID%28%29%3B%3C%2Fscript%3E%0A%20%3C%2Fbody%3E%0A%3C%2Fhtml%3E%5D%5D%3E%3C%2FHTMLContent%3E%3CFrameHeight%3E450%3C%2FFrameHeight%3E%3C%2FHTMLQuestion%3E&LifetimeInSeconds=345600&MaxAssignments=1&RequesterAnnotation=Bulk%20From%20Template%202015-10-29	<?xml version="1.0"?><CreateHITResponse><OperationRequest><RequestId>cc3235b7-0895-4e4f-9093-477137169a11</RequestId></OperationRequest><HIT><Request><IsValid>True</IsValid></Request><HITId>34ZTTGSNJX6JXA1W39ED2IVW4PJHQI</HITId><HITTypeId>310QDH87LDHGCVNHT7WO02PVTN3RQ2</HITTypeId></HIT></CreateHITResponse>
2015-10-29T20:18:50Z	162222bc-2a2e-45bd-bba4-f6b81256a959	CreateHIT	TRUE	&HITTypeId=310QDH87LDHGCVNHT7WO02PVTN3RQ2&Question=%3CHTMLQuestion%20xmlns%3D%27http%3A%2F%2Fmechanicalturk.amazonaws.com%2FAWSMechanicalTurkDataSchemas%2F2011-11-11%2FHTMLQuestion.xsd%27%3E%3CHTMLContent%3E%3C%21%5BCDATA%5B%3C%21DOCTYPE%20html%3E%3Chtml%3E%3Chead%3E%3Cmeta%20http-equiv%3D%27Content-Type%27%20content%3D%27text%2Fhtml%3B%20charset%3DUTF-8%27%2F%3E%0A%20%20%3Cscript%20type%3D%27text%2Fjavascript%27%20src%3D%27https%3A%2F%2Fs3.amazonaws.com%2Fmturk-public%2FexternalHIT_v1.js%27%3E%3C%2Fscript%3E%0A%20%3C%2Fhead%3E%0A%20%3Cbody%3E%0A%20%20%3Cform%20name%3D%27mturk_form%27%20method%3D%27post%27%20id%3D%27mturk_form%27%20action%3D%27https%3A%2F%2Fwww.mturk.com%2Fmturk%2FexternalSubmit%27%3E%0A%20%20%3Cinput%20type%3D%27hidden%27%20value%3D%27%27%20name%3D%27assignmentId%27%20id%3D%27assignmentId%27%2F%3E%0A%20%20%3Ch1%3EHIT%20title%202%3C%2Fh1%3E%0A%20%20%3Cp%3EHIT%20text%202%3C%2Fp%3E%0A%20%20%3Cp%3EWhat%20do%20you%20think%3F%3C%2Fp%3E%0A%20%20%3Cp%3E%3Ctextarea%20name%3D%27comment%27%20cols%3D%2780%27%20rows%3D%273%27%3E%3C%2Ftextarea%3E%3C%2Fp%3E%0A%20%20%3Cp%3E%3Cinput%20type%3D%27submit%27%20id%3D%27submitButton%27%20value%3D%27Submit%27%20%2F%3E%3C%2Fp%3E%3C%2Fform%3E%0A%20%20%3Cscript%20language%3D%27Javascript%27%3EturkSetAssignmentID%28%29%3B%3C%2Fscript%3E%0A%20%3C%2Fbody%3E%0A%3C%2Fhtml%3E%5D%5D%3E%3C%2FHTMLContent%3E%3CFrameHeight%3E450%3C%2FFrameHeight%3E%3C%2FHTMLQuestion%3E&LifetimeInSeconds=345600&MaxAssignments=1&RequesterAnnotation=Bulk%20From%20Template%202015-10-29	TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=CreateHIT&Timestamp=2015-10-29T20:18:50Z&Signature=JGv0KNid%2BZm4XdOyoUfRm9vMN5s%3D&HITTypeId=310QDH87LDHGCVNHT7WO02PVTN3RQ2&Question=%3CHTMLQuestion%20xmlns%3D%27http%3A%2F%2Fmechanicalturk.amazonaws.com%2FAWSMechanicalTurkDataSchemas%2F2011-11-11%2FHTMLQuestion.xsd%27%3E%3CHTMLContent%3E%3C%21%5BCDATA%5B%3C%21DOCTYPE%20html%3E%3Chtml%3E%3Chead%3E%3Cmeta%20http-equiv%3D%27Content-Type%27%20content%3D%27text%2Fhtml%3B%20charset%3DUTF-8%27%2F%3E%0A%20%20%3Cscript%20type%3D%27text%2Fjavascript%27%20src%3D%27https%3A%2F%2Fs3.amazonaws.com%2Fmturk-public%2FexternalHIT_v1.js%27%3E%3C%2Fscript%3E%0A%20%3C%2Fhead%3E%0A%20%3Cbody%3E%0A%20%20%3Cform%20name%3D%27mturk_form%27%20method%3D%27post%27%20id%3D%27mturk_form%27%20action%3D%27https%3A%2F%2Fwww.mturk.com%2Fmturk%2FexternalSubmit%27%3E%0A%20%20%3Cinput%20type%3D%27hidden%27%20value%3D%27%27%20name%3D%27assignmentId%27%20id%3D%27assignmentId%27%2F%3E%0A%20%20%3Ch1%3EHIT%20title%202%3C%2Fh1%3E%0A%20%20%3Cp%3EHIT%20text%202%3C%2Fp%3E%0A%20%20%3Cp%3EWhat%20do%20you%20think%3F%3C%2Fp%3E%0A%20%20%3Cp%3E%3Ctextarea%20name%3D%27comment%27%20cols%3D%2780%27%20rows%3D%273%27%3E%3C%2Ftextarea%3E%3C%2Fp%3E%0A%20%20%3Cp%3E%3Cinput%20type%3D%27submit%27%20id%3D%27submitButton%27%20value%3D%27Submit%27%20%2F%3E%3C%2Fp%3E%3C%2Fform%3E%0A%20%20%3Cscript%20language%3D%27Javascript%27%3EturkSetAssignmentID%28%29%3B%3C%2Fscript%3E%0A%20%3C%2Fbody%3E%0A%3C%2Fhtml%3E%5D%5D%3E%3C%2FHTMLContent%3E%3CFrameHeight%3E450%3C%2FFrameHeight%3E%3C%2FHTMLQuestion%3E&LifetimeInSeconds=345600&MaxAssignments=1&RequesterAnnotation=Bulk%20From%20Template%202015-10-29	<?xml version="1.0"?><CreateHITResponse><OperationRequest><RequestId>162222bc-2a2e-45bd-bba4-f6b81256a959</RequestId></OperationRequest><HIT><Request><IsValid>True</IsValid></Request><HITId>33CLA8O0MITZVFPQLYFD4NTOKW8FRJ</HITId><HITTypeId>310QDH87LDHGCVNHT7WO02PVTN3RQ2</HITTypeId></HIT></CreateHITResponse>
2015-10-29T20:18:51Z	c733e237-27a6-4e77-9390-e1c48195cb80	CreateHIT	TRUE	&HITTypeId=310QDH87LDHGCVNHT7WO02PVTN3RQ2&Question=%3CHTMLQuestion%20xmlns%3D%27http%3A%2F%2Fmechanicalturk.amazonaws.com%2FAWSMechanicalTurkDataSchemas%2F2011-11-11%2FHTMLQuestion.xsd%27%3E%3CHTMLContent%3E%3C%21%5BCDATA%5B%3C%21DOCTYPE%20html%3E%3Chtml%3E%3Chead%3E%3Cmeta%20http-equiv%3D%27Content-Type%27%20content%3D%27text%2Fhtml%3B%20charset%3DUTF-8%27%2F%3E%0A%20%20%3Cscript%20type%3D%27text%2Fjavascript%27%20src%3D%27https%3A%2F%2Fs3.amazonaws.com%2Fmturk-public%2FexternalHIT_v1.js%27%3E%3C%2Fscript%3E%0A%20%3C%2Fhead%3E%0A%20%3Cbody%3E%0A%20%20%3Cform%20name%3D%27mturk_form%27%20method%3D%27post%27%20id%3D%27mturk_form%27%20action%3D%27https%3A%2F%2Fwww.mturk.com%2Fmturk%2FexternalSubmit%27%3E%0A%20%20%3Cinput%20type%3D%27hidden%27%20value%3D%27%27%20name%3D%27assignmentId%27%20id%3D%27assignmentId%27%2F%3E%0A%20%20%3Ch1%3EHIT%20title%203%3C%2Fh1%3E%0A%20%20%3Cp%3EHIT%20text%203%3C%2Fp%3E%0A%20%20%3Cp%3EWhat%20do%20you%20think%3F%3C%2Fp%3E%0A%20%20%3Cp%3E%3Ctextarea%20name%3D%27comment%27%20cols%3D%2780%27%20rows%3D%273%27%3E%3C%2Ftextarea%3E%3C%2Fp%3E%0A%20%20%3Cp%3E%3Cinput%20type%3D%27submit%27%20id%3D%27submitButton%27%20value%3D%27Submit%27%20%2F%3E%3C%2Fp%3E%3C%2Fform%3E%0A%20%20%3Cscript%20language%3D%27Javascript%27%3EturkSetAssignmentID%28%29%3B%3C%2Fscript%3E%0A%20%3C%2Fbody%3E%0A%3C%2Fhtml%3E%5D%5D%3E%3C%2FHTMLContent%3E%3CFrameHeight%3E450%3C%2FFrameHeight%3E%3C%2FHTMLQuestion%3E&LifetimeInSeconds=345600&MaxAssignments=1&RequesterAnnotation=Bulk%20From%20Template%202015-10-29	TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=CreateHIT&Timestamp=2015-10-29T20:18:51Z&Signature=KV%2Bn4CNlorEk3PC6efMZzOw04zk%3D&HITTypeId=310QDH87LDHGCVNHT7WO02PVTN3RQ2&Question=%3CHTMLQuestion%20xmlns%3D%27http%3A%2F%2Fmechanicalturk.amazonaws.com%2FAWSMechanicalTurkDataSchemas%2F2011-11-11%2FHTMLQuestion.xsd%27%3E%3CHTMLContent%3E%3C%21%5BCDATA%5B%3C%21DOCTYPE%20html%3E%3Chtml%3E%3Chead%3E%3Cmeta%20http-equiv%3D%27Content-Type%27%20content%3D%27text%2Fhtml%3B%20charset%3DUTF-8%27%2F%3E%0A%20%20%3Cscript%20type%3D%27text%2Fjavascript%27%20src%3D%27https%3A%2F%2Fs3.amazonaws.com%2Fmturk-public%2FexternalHIT_v1.js%27%3E%3C%2Fscript%3E%0A%20%3C%2Fhead%3E%0A%20%3Cbody%3E%0A%20%20%3Cform%20name%3D%27mturk_form%27%20method%3D%27post%27%20id%3D%27mturk_form%27%20action%3D%27https%3A%2F%2Fwww.mturk.com%2Fmturk%2FexternalSubmit%27%3E%0A%20%20%3Cinput%20type%3D%27hidden%27%20value%3D%27%27%20name%3D%27assignmentId%27%20id%3D%27assignmentId%27%2F%3E%0A%20%20%3Ch1%3EHIT%20title%203%3C%2Fh1%3E%0A%20%20%3Cp%3EHIT%20text%203%3C%2Fp%3E%0A%20%20%3Cp%3EWhat%20do%20you%20think%3F%3C%2Fp%3E%0A%20%20%3Cp%3E%3Ctextarea%20name%3D%27comment%27%20cols%3D%2780%27%20rows%3D%273%27%3E%3C%2Ftextarea%3E%3C%2Fp%3E%0A%20%20%3Cp%3E%3Cinput%20type%3D%27submit%27%20id%3D%27submitButton%27%20value%3D%27Submit%27%20%2F%3E%3C%2Fp%3E%3C%2Fform%3E%0A%20%20%3Cscript%20language%3D%27Javascript%27%3EturkSetAssignmentID%28%29%3B%3C%2Fscript%3E%0A%20%3C%2Fbody%3E%0A%3C%2Fhtml%3E%5D%5D%3E%3C%2FHTMLContent%3E%3CFrameHeight%3E450%3C%2FFrameHeight%3E%3C%2FHTMLQuestion%3E&LifetimeInSeconds=345600&MaxAssignments=1&RequesterAnnotation=Bulk%20From%20Template%202015-10-29	<?xml version="1.0"?><CreateHITResponse><OperationRequest><RequestId>c733e237-27a6-4e77-9390-e1c48195cb80</RequestId></OperationRequest><HIT><Request><IsValid>True</IsValid></Request><HITId>3W3RSPVVGS9DBZR3B3DG4BLSORYLUY</HITId><HITTypeId>310QDH87LDHGCVNHT7WO02PVTN3RQ2</HITTypeId></HIT></CreateHITResponse>
2015-10-29T20:19:25Z	5781be2c-48aa-4c7b-bb3c-e043b1abdc97	GetAccountBalance	TRUE		TRUE	https://mechanicalturk.sandbox.amazonaws.com/?Service=AWSMechanicalTurkRequester&AWSAccessKeyId=AKIAJ4T4352SQLZLJESA&Operation=GetAccountBalance&Timestamp=2015-10-29T20:19:25Z&Signature=Jsm8sxZg3mJNJ4Gm7k6N7mYNSog%3D	<?xml version="1.0"?><GetAccountBalanceResponse><OperationRequest><RequestId>5781be2c-48aa-4c7b-bb3c-e043b1abdc97</RequestId></OperationRequest><GetAccountBalanceResult><Request><IsValid>True</IsValid></Request><AvailableBalance><Amount>10000.000</Amount><CurrencyCode>USD</CurrencyCode><FormattedPrice>$10,000.00</FormattedPrice></AvailableBalance></GetAccountBalanceResult></GetAccountBalanceResponse>
